instance,setting,m,n,0.25s,0.5s,1.0s,2.0s,4.0s,8.0s,16.0s,32.0s,64.0s,128.0s,256.0s,512.0s,1024.0s,2048.0s
./instances/realistic-instances/20-25-1767920.cdop,WS./settings/Memetic-LS_MMX_1099666.config,20,25,0.7992700729927007,0.7992700729927007,0.7992700729927007,0.8204379562043795,0.8474452554744526,0.8525547445255475,0.8700729927007299,0.8759124087591241,0.8923357664233577,0.9145985401459854,0.916058394160584,0.916058394160584,0.916058394160584,0.916058394160584
./instances/realistic-instances/15-25-1762875.cdop,WS./settings/Memetic_MMX_1287823.config,15,25,0.9270046745774901,0.9388709097446961,0.9500179791441927,0.9554117224020137,0.9604458827759799,0.9661992089176555,0.9766271125494427,0.9766271125494427,0.9766271125494427,0.9766271125494427,0.9766271125494427,0.9978425026968716,1.0,1.0
./instances/realistic-instances/10-10-1767920.cdop,WS./settings/Memetic-LS_MMX_1881515.config,10,10,0.8080976150859678,0.8535773710482529,0.8735440931780366,0.9179145867997781,0.9179145867997781,0.9179145867997781,0.9179145867997781,0.9428729894620078,0.9462007764836384,0.9462007764836384,0.949528563505269,0.949528563505269,0.956738768718802,0.956738768718802
./instances/realistic-instances/25-25-1110588.cdop,WS./settings/Memetic-LS_MPX_1881515.config,25,25,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409
./instances/realistic-instances/15-40-1767920.cdop,WS./settings/Memetic_MMX_1881515.config,15,40,0.9293714996888612,0.9293714996888612,0.9374611076540137,0.955818294959552,0.9645301804604853,0.9645301804604853,0.9645301804604853,0.9645301804604853,0.9645301804604853,0.9732420659614188,0.9800871188550093,0.9800871188550093,0.9819539514623522,0.9819539514623522
./instances/realistic-instances/20-25-1891798.cdop,WS./settings/Memetic-LS_MMX_1881515.config,20,25,0.7728222996515679,0.7825783972125435,0.7825783972125435,0.8010452961672474,0.8139372822299652,0.8236933797909408,0.8522648083623693,0.8613240418118467,0.8787456445993032,0.8860627177700349,0.902787456445993,0.9038327526132404,0.9038327526132404,0.9038327526132404
./instances/realistic-instances/20-25-1762875.cdop,WS./settings/Memetic_MPX_1099666.config,20,25,0.8863379751599548,0.8863379751599548,0.8863379751599548,0.8863379751599548,0.8870907038012796,0.9089198343996989,0.9111780203236733,0.9111780203236733,0.9111780203236733,0.9111780203236733,0.9111780203236733,0.9111780203236733,0.9134362062476478,0.9134362062476478
./instances/realistic-instances/25-25-1110588.cdop,WS./settings/Memetic_MPX_1881515.config,25,25,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.7912638739706409,0.8374507697815968,0.8374507697815968,0.8374507697815968,0.8374507697815968,0.8374507697815968,0.8467597565341927,0.8467597565341927,0.8779090583601862,0.8854278553526674,0.8854278553526674
./instances/realistic-instances/10-10-1767920.cdop,WS./settings/Memetic-LS_MPX_1099666.config,10,10,0.7964503605102606,0.8097615085967831,0.8524681087077094,0.8530227398779812,0.8768718801996672,0.9068219633943427,0.9068219633943427,0.9112590127565169,0.9112590127565169,0.9112590127565169,0.9223516361619523,0.9223516361619523,0.9223516361619523,0.9223516361619523
./instances/realistic-instances/15-40-1762875.cdop,WS./settings/Memetic-LS_MPX_1099666.config,15,40,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.7972458247875769,0.8414884266041606,0.8414884266041606
