instance_prefix,settings_prefix,m,n,value,time,nIter,best_iter,improv_count,solved
mm-10-10,Memetic-LS_MPX,10.0,10.0,2736.4,1001.0,2243.733333333333,2243.733333333333,2244.733333333333,15
mm-20-10,Memetic-LS_MPX,20.0,10.0,2563.133333333333,1001.0,2061.266666666667,2061.266666666667,2062.266666666667,15
mm-10-40,Memetic-LS_MPX,10.0,40.0,4998.8,1002.9333333333333,623.4666666666667,623.4666666666667,624.4666666666667,15
mm-25-10,Memetic-LS_MMX,25.0,10.0,2981.266666666667,1001.1333333333333,2175.5333333333333,2175.5333333333333,2176.5333333333333,15
mm-15-40,Memetic_MMX,15.0,40.0,6921.4,1011.6,49.8,49.8,50.8,15
mm-25-10,Memetic-LS_MPX,25.0,10.0,2784.0666666666666,1001.0666666666667,1979.1333333333334,1979.1333333333334,1980.1333333333334,15
mm-20-25,Memetic-LS_MPX,20.0,25.0,3590.0,1001.4666666666667,1123.2666666666667,1123.2666666666667,1124.2666666666667,15
mm-25-10,Memetic_MMX,25.0,10.0,4563.266666666666,1003.7333333333333,142.06666666666666,142.06666666666666,143.06666666666666,15
mm-25-25,Memetic-LS_MPX,25.0,25.0,2972.4,1001.7333333333333,1103.7333333333333,1103.7333333333333,1104.7333333333333,15
mm-15-25,Memetic_MPX,15.0,25.0,5276.866666666667,1007.3333333333334,117.8,117.8,118.8,15
mm-5-40,Memetic_MPX,5.0,40.0,6679.0,1011.1333333333333,79.06666666666666,79.06666666666666,80.06666666666666,15
mm-10-10,Memetic_MPX,10.0,10.0,3191.3333333333335,1001.8666666666667,412.6666666666667,412.6666666666667,413.6666666666667,15
mm-15-25,Memetic-LS_MPX,15.0,25.0,4172.133333333333,1001.3333333333334,1042.3333333333333,1042.3333333333333,1043.3333333333333,15
mm-10-40,Memetic_MPX,10.0,40.0,6361.533333333334,1006.9333333333333,76.86666666666666,76.86666666666666,77.86666666666666,15
mm-10-25,Memetic_MPX,10.0,25.0,5193.2,1004.7333333333333,148.33333333333334,148.33333333333334,149.33333333333334,15
mm-15-10,Memetic-LS_MMX,15.0,10.0,3048.0666666666666,1001.0,2871.0666666666666,2871.0666666666666,2872.0666666666666,15
mm-5-10,Memetic_MPX,5.0,10.0,2802.6,1001.6,655.6,655.6,656.6,15
mm-25-25,Memetic_MMX,25.0,25.0,5882.0,1007.7333333333333,72.46666666666667,72.46666666666667,73.46666666666667,15
mm-15-10,Memetic_MMX,15.0,10.0,4096.6,1003.4666666666667,229.2,229.2,230.2,15
mm-5-25,Memetic-LS_MPX,5.0,25.0,3952.3333333333335,1001.0666666666667,1263.8,1263.8,1264.8,15
mm-20-10,Memetic_MPX,20.0,10.0,3654.6666666666665,1002.6,249.73333333333332,249.73333333333332,250.73333333333332,15
mm-5-10,Memetic-LS_MPX,5.0,10.0,2432.866666666667,1001.0,4704.133333333333,4704.133333333333,4705.133333333333,15
mm-5-40,Memetic_MMX,5.0,40.0,6538.133333333333,1009.2,80.13333333333334,80.13333333333334,81.13333333333334,15
