instance,settings,m,n,value,time,nIter,best_iter,improv_count
WS_mm-25-10-1110588,Memetic-LS_MMX_1881515,25,10,4200.0,1024001.0,2051634,2051634,2051635
WS_mm-10-25-1891798,Memetic_MPX_1099666,10,25,6219.0,1024018.0,128309,128309,128310
WS_mm-5-10-1762875,Memetic-LS_MPX_1881515,5,10,2172.0,1024001.0,4344131,4344131,4344132
WS_mm-15-40-1762875,Memetic-LS_MMX_1099666,15,40,5714.0,1024004.0,658104,658104,658105
WS_mm-10-40-1110588,Memetic_MMX_1099666,10,40,7397.0,256020.0,16189,16189,16188
WS_mm-15-25-1767920,Memetic_MMX_1287823,15,25,6036.0,1024001.0,92722,92722,92723
WS_mm-15-25-1891798,Memetic_MPX_1287823,15,25,5494.0,1024005.0,129775,129775,129776
WS_mm-5-40-1762875,Memetic_MMX_1881515,5,40,6914.0,512000.0,56802,56802,56801
WS_mm-5-25-1767920,Memetic-LS_MPX_1881515,5,25,4885.0,1024001.0,872032,872032,872033
WS_mm-25-25-1917698,Memetic-LS_MMX_1881515,25,25,5074.0,1024001.0,1168415,1168415,1168416
WS_mm-10-10-1762875,Memetic-LS_MPX_1099666,10,10,2595.0,1024001.0,3148144,3148144,3148145
WS_mm-10-10-1762875,Memetic_MPX_1099666,10,10,2866.0,1024001.0,635877,635877,635878
WS_mm-10-25-1917698,Memetic-LS_MMX_1287823,10,25,4788.0,1024003.0,999038,999038,999039
WS_mm-10-40-1762875,Memetic-LS_MMX_1881515,10,40,6062.0,1024001.0,689447,689447,689448
WS_mm-25-10-1762875,Memetic-LS_MMX_1099666,25,10,4070.0,1024001.0,2087194,2087194,2087195
WS_mm-15-10-1767920,Memetic_MMX_1287823,15,10,4583.0,1024002.0,195047,195047,195048
WS_mm-15-40-1110588,Memetic_MMX_1881515,15,40,8489.0,1024019.0,56413,56413,56414
WS_mm-5-25-1767920,Memetic_MPX_1099666,5,25,5490.0,1024007.0,168054,168054,168055
WS_mm-10-25-1110588,Memetic-LS_MPX_1099666,10,25,4831.0,1024001.0,975359,975359,975360
WS_mm-25-25-1762875,Memetic_MPX_1099666,25,25,5360.0,1024005.0,116793,116793,116794
WS_mm-20-10-1891798,Memetic_MMX_1099666,20,10,5016.0,1024005.0,160741,160741,160742
WS_mm-5-10-1767920,Memetic-LS_MPX_1287823,5,10,2954.0,1024001.0,4569432,4569432,4569433
WS_mm-25-10-1891798,Memetic_MPX_1099666,25,10,4726.0,1024007.0,195679,195679,195680
WS_mm-20-10-1767920,Memetic-LS_MMX_1881515,20,10,4211.0,1024001.0,2056278,2056278,2056279
WS_mm-5-25-1110588,Memetic_MMX_1287823,5,25,5520.0,512008.0,79581,79581,79580
WS_mm-15-25-1767920,Memetic_MPX_1287823,15,25,5653.0,1024008.0,110058,110058,110059
WS_mm-20-10-1762875,Memetic-LS_MPX_1099666,20,10,2357.0,1024001.0,2440565,2440565,2440566
WS_mm-10-25-1767920,Memetic_MPX_1881515,10,25,6224.0,1024001.0,125421,125421,125422
WS_mm-20-25-1917698,Memetic-LS_MPX_1099666,20,25,2633.0,1024003.0,1318918,1318918,1318919
WS_mm-20-25-1767920,Memetic_MPX_1287823,20,25,6522.0,1024004.0,87048,87048,87049
WS_mm-10-25-1891798,Memetic_MMX_1099666,10,25,6437.0,256017.0,28642,28642,28641
WS_mm-10-40-1767920,Memetic_MMX_1287823,10,40,7748.0,1024015.0,50536,50536,50537
WS_mm-10-40-1767920,Memetic_MPX_1881515,10,40,7332.0,1024005.0,69295,69295,69296
WS_mm-10-40-1891798,Memetic_MMX_1881515,10,40,7548.0,1024012.0,84804,84804,84805
WS_mm-15-40-1762875,Memetic_MMX_1881515,15,40,7240.0,64002.0,3646,3646,3645
WS_mm-15-25-1762875,Memetic_MPX_1881515,15,25,6145.0,1024009.0,114379,114379,114380
WS_mm-25-10-1767920,Memetic-LS_MPX_1099666,25,10,2086.0,1024001.0,2093095,2093095,2093096
WS_mm-25-10-1762875,Memetic-LS_MMX_1881515,25,10,4300.0,1024001.0,1859604,1859604,1859605
WS_mm-15-40-1767920,Memetic_MMX_1099666,15,40,8229.0,1024004.0,42836,42836,42837
WS_mm-20-10-1891798,Memetic_MPX_1881515,20,10,4420.0,1024003.0,216656,216656,216657
WS_mm-20-25-1110588,Memetic_MPX_1287823,20,25,5515.0,1024008.0,110347,110347,110348
WS_mm-20-25-1891798,Memetic_MPX_1287823,20,25,5803.0,1024002.0,113565,113565,113566
WS_mm-25-10-1767920,Memetic_MMX_1099666,25,10,4438.0,1024003.0,129897,129897,129898
WS_mm-5-10-1762875,Memetic-LS_MMX_1287823,5,10,2228.0,1024001.0,6291944,6291944,6291945
WS_mm-10-40-1891798,Memetic_MMX_1287823,10,40,7707.0,512013.0,35531,35531,35530
WS_mm-20-10-1110588,Memetic-LS_MPX_1881515,20,10,2175.0,1024001.0,2486999,2486999,2487000
WS_mm-15-25-1891798,Memetic-LS_MMX_1881515,15,25,5347.0,1024001.0,1115465,1115465,1115466
WS_mm-5-40-1762875,Memetic_MMX_1099666,5,40,6997.0,1024002.0,113618,113618,113619
WS_mm-25-25-1917698,Memetic-LS_MMX_1287823,25,25,5339.0,1024003.0,731533,731533,731534
WS_mm-5-25-1762875,Memetic-LS_MPX_1881515,5,25,5017.0,1024001.0,1166672,1166672,1166673
WS_mm-15-25-1917698,Memetic-LS_MMX_1099666,15,25,5194.0,1024001.0,1118071,1118071,1118072
WS_mm-20-25-1762875,Memetic_MMX_1881515,20,25,6542.0,1024006.0,74013,74013,74014
WS_mm-15-40-1762875,Memetic_MPX_1099666,15,40,6755.0,1024007.0,71836,71836,71837
WS_mm-15-10-1762875,Memetic-LS_MMX_1099666,15,10,3649.0,1024001.0,2827250,2827250,2827251
WS_mm-15-10-1917698,Memetic-LS_MPX_1287823,15,10,3157.0,1024001.0,2587176,2587176,2587177
WS_mm-15-25-1762875,Memetic-LS_MMX_1099666,15,25,5986.0,1024001.0,1015457,1015457,1015458
WS_mm-20-25-1762875,Memetic-LS_MPX_1287823,20,25,2732.0,1024001.0,1332351,1332351,1332352
WS_mm-15-10-1917698,Memetic-LS_MPX_1881515,15,10,3147.0,1024001.0,2536199,2536199,2536200
WS_mm-5-40-1917698,Memetic_MMX_1099666,5,40,7623.0,1024001.0,60475,60475,60476
WS_mm-10-10-1891798,Memetic_MMX_1881515,10,10,3484.0,256000.0,93488,93488,93487
WS_mm-15-40-1767920,Memetic-LS_MPX_1881515,15,40,4639.0,1024001.0,795184,795184,795185
WS_mm-5-10-1917698,Memetic_MPX_1287823,5,10,3159.0,1024002.0,556465,556465,556466
WS_mm-20-10-1767920,Memetic-LS_MPX_1881515,20,10,2222.0,1024002.0,2498397,2498397,2498398
WS_mm-15-25-1767920,Memetic-LS_MPX_1881515,15,25,3686.0,1024001.0,1345904,1345904,1345905
WS_mm-15-10-1891798,Memetic_MMX_1881515,15,10,4509.0,1024003.0,170413,170413,170414
WS_mm-5-25-1917698,Memetic_MPX_1099666,5,25,5216.0,1024001.0,192860,192860,192861
WS_mm-20-25-1110588,Memetic-LS_MMX_1287823,20,25,5172.0,1024001.0,1221113,1221113,1221114
WS_mm-20-10-1917698,Memetic-LS_MPX_1881515,20,10,2351.0,1024001.0,2417928,2417928,2417929
WS_mm-15-10-1917698,Memetic_MMX_1881515,15,10,4107.0,1024004.0,209571,209571,209572
WS_mm-15-40-1762875,Memetic_MMX_1099666,15,40,7580.0,1024005.0,58658,58658,58659
WS_mm-25-10-1891798,Memetic-LS_MPX_1881515,25,10,2512.0,1024001.0,2094574,2094574,2094575
WS_mm-15-10-1110588,Memetic_MPX_1881515,15,10,4092.0,1024003.0,341223,341223,341224
WS_mm-20-10-1917698,Memetic_MMX_1881515,20,10,4188.0,1024002.0,219305,219305,219306
WS_mm-5-10-1917698,Memetic_MPX_1881515,5,10,3149.0,1024001.0,652735,652735,652736
WS_mm-25-25-1917698,Memetic-LS_MMX_1099666,25,25,5305.0,1024002.0,1066402,1066402,1066403
WS_mm-25-10-1762875,Memetic_MMX_1881515,25,10,5087.0,1024001.0,140183,140183,140184
WS_mm-10-25-1110588,Memetic_MMX_1287823,10,25,5937.0,1024007.0,123172,123172,123173
WS_mm-5-25-1891798,Memetic-LS_MMX_1287823,5,25,4867.0,1024001.0,1682670,1682670,1682671
WS_mm-10-25-1917698,Memetic-LS_MPX_1881515,10,25,3995.0,1024003.0,1276448,1276448,1276449
WS_mm-5-10-1767920,Memetic-LS_MPX_1099666,5,10,2868.0,1024001.0,3041438,3041438,3041439
WS_mm-15-25-1917698,Memetic-LS_MMX_1287823,15,25,4689.0,1024001.0,1457863,1457863,1457864
WS_mm-5-25-1891798,Memetic_MPX_1881515,5,25,5229.0,1024004.0,216508,216508,216509
WS_mm-20-25-1110588,Memetic_MPX_1099666,20,25,5476.0,1024004.0,107797,107797,107798
WS_mm-15-40-1762875,Memetic_MPX_1287823,15,40,6716.0,1024005.0,74787,74787,74788
WS_mm-15-10-1891798,Memetic_MPX_1287823,15,10,4121.0,1024002.0,248967,248967,248968
WS_mm-25-10-1891798,Memetic-LS_MPX_1287823,25,10,2523.0,1024002.0,2105176,2105176,2105177
WS_mm-25-25-1891798,Memetic_MPX_1099666,25,25,5704.0,1024001.0,95262,95262,95263
WS_mm-15-25-1110588,Memetic-LS_MMX_1881515,15,25,5819.0,1024001.0,892878,892878,892879
WS_mm-10-10-1767920,Memetic-LS_MMX_1287823,10,10,3797.0,1024001.0,2552506,2552506,2552507
WS_mm-10-10-1767920,Memetic_MPX_1099666,10,10,3811.0,1024002.0,310239,310239,310240
WS_mm-5-10-1762875,Memetic_MMX_1099666,5,10,2270.0,256000.0,215194,215194,215193
WS_mm-5-40-1917698,Memetic-LS_MPX_1099666,5,40,6652.0,1024001.0,570683,570683,570684
WS_mm-10-40-1891798,Memetic_MPX_1881515,10,40,6930.0,1024009.0,74088,74088,74089
WS_mm-15-10-1762875,Memetic-LS_MPX_1099666,15,10,2784.0,1024001.0,2680193,2680193,2680194
WS_mm-20-10-1762875,Memetic_MMX_1881515,20,10,4468.0,1024004.0,183184,183184,183185
WS_mm-5-25-1891798,Memetic-LS_MPX_1287823,5,25,4593.0,1024001.0,1380337,1380337,1380338
WS_mm-10-40-1917698,Memetic-LS_MPX_1099666,10,40,5173.0,1024001.0,786551,786551,786552
WS_mm-25-10-1917698,Memetic_MMX_1099666,25,10,4930.0,1024005.0,122982,122982,122983
WS_mm-25-10-1767920,Memetic-LS_MPX_1287823,25,10,2217.0,1024001.0,2156573,2156573,2156574
WS_mm-10-25-1917698,Memetic_MPX_1287823,10,25,5056.0,1024002.0,164029,164029,164030
WS_mm-15-10-1891798,Memetic-LS_MMX_1881515,15,10,4257.0,1024001.0,2190195,2190195,2190196
WS_mm-25-25-1891798,Memetic_MMX_1099666,25,25,6828.0,1024002.0,69020,69020,69021
WS_mm-5-25-1762875,Memetic-LS_MMX_1287823,5,25,5175.0,1024002.0,1150459,1150459,1150460
WS_mm-15-40-1767920,Memetic-LS_MPX_1099666,15,40,4458.0,1024001.0,789096,789096,789097
WS_mm-15-40-1917698,Memetic-LS_MPX_1099666,15,40,3871.0,1024001.0,814251,814251,814252
WS_mm-15-25-1891798,Memetic_MPX_1099666,15,25,5532.0,1024001.0,123973,123973,123974
WS_mm-5-25-1110588,Memetic-LS_MPX_1881515,5,25,4975.0,1024001.0,1077354,1077354,1077355
WS_mm-5-40-1767920,Memetic-LS_MMX_1287823,5,40,6253.0,1024002.0,667487,667487,667488
WS_mm-25-25-1917698,Memetic-LS_MPX_1287823,25,25,2222.0,1024001.0,1230881,1230881,1230882
WS_mm-10-10-1110588,Memetic-LS_MMX_1287823,10,10,3288.0,1024001.0,2650975,2650975,2650976
WS_mm-10-40-1762875,Memetic-LS_MPX_1287823,10,40,5311.0,1024002.0,629613,629613,629614
WS_mm-10-40-1891798,Memetic_MPX_1099666,10,40,6933.0,1024010.0,69625,69625,69626
WS_mm-15-40-1767920,Memetic-LS_MMX_1881515,15,40,6508.0,1024002.0,693873,693873,693874
WS_mm-25-10-1762875,Memetic_MPX_1099666,25,10,4703.0,1024005.0,189750,189750,189751
WS_mm-15-10-1917698,Memetic-LS_MMX_1287823,15,10,3707.0,1024001.0,2661957,2661957,2661958
WS_mm-15-25-1762875,Memetic-LS_MPX_1099666,15,25,3840.0,1024001.0,1353307,1353307,1353308
WS_mm-15-40-1762875,Memetic-LS_MPX_1881515,15,40,4045.0,1024001.0,819579,819579,819580
WS_mm-20-10-1767920,Memetic_MMX_1287823,20,10,4646.0,1024007.0,167828,167828,167829
WS_mm-10-40-1891798,Memetic-LS_MMX_1287823,10,40,6067.0,1024001.0,798629,798629,798630
WS_mm-15-40-1917698,Memetic-LS_MMX_1287823,15,40,6570.0,1024001.0,634721,634721,634722
WS_mm-5-40-1891798,Memetic_MMX_1881515,5,40,8044.0,1024008.0,67104,67104,67105
WS_mm-15-25-1110588,Memetic-LS_MPX_1099666,15,25,3877.0,1024003.0,1548582,1548582,1548583
WS_mm-15-40-1917698,Memetic_MMX_1099666,15,40,8823.0,1024016.0,43494,43494,43495
WS_mm-20-25-1917698,Memetic_MPX_1881515,20,25,5702.0,1024007.0,116339,116339,116340
WS_mm-15-10-1762875,Memetic_MPX_1099666,15,10,3616.0,1024003.0,284012,284012,284013
WS_mm-10-40-1762875,Memetic_MPX_1881515,10,40,7373.0,1024001.0,84112,84112,84113
WS_mm-20-25-1767920,Memetic-LS_MPX_1099666,20,25,2951.0,1024001.0,1280741,1280741,1280742
WS_mm-5-25-1917698,Memetic-LS_MMX_1099666,5,25,4850.0,1024001.0,1332515,1332515,1332516
WS_mm-5-10-1917698,Memetic_MMX_1287823,5,10,3143.0,128002.0,60786,60786,60785
WS_mm-15-10-1110588,Memetic_MMX_1881515,15,10,4338.0,512001.0,121499,121499,121498
WS_mm-25-10-1110588,Memetic-LS_MMX_1099666,25,10,4297.0,1024001.0,2102984,2102984,2102985
WS_mm-15-25-1762875,Memetic-LS_MPX_1881515,15,25,3381.0,1024003.0,1424927,1424927,1424928
WS_mm-5-10-1917698,Memetic-LS_MPX_1881515,5,10,3034.0,1024001.0,3976045,3976045,3976046
WS_mm-20-25-1110588,Memetic_MPX_1881515,20,25,5692.0,1024008.0,108548,108548,108549
WS_mm-15-25-1767920,Memetic_MMX_1881515,15,25,6024.0,1024011.0,93207,93207,93208
WS_mm-25-25-1110588,Memetic-LS_MPX_1287823,25,25,2572.0,1024001.0,1230620,1230620,1230621
WS_mm-20-10-1767920,Memetic_MPX_1881515,20,10,4169.0,1024003.0,245603,245603,245604
WS_mm-15-10-1110588,Memetic-LS_MMX_1287823,15,10,3907.0,1024001.0,2323959,2323959,2323960
WS_mm-10-25-1762875,Memetic-LS_MPX_1287823,10,25,4551.0,1024002.0,894379,894379,894380
WS_mm-25-10-1767920,Memetic-LS_MMX_1287823,25,10,3761.0,1024002.0,1784356,1784356,1784357
WS_mm-20-25-1762875,Memetic_MMX_1099666,20,25,6280.0,64006.0,4582,4582,4581
WS_mm-5-40-1917698,Memetic_MMX_1287823,5,40,7626.0,1024005.0,69367,69367,69368
WS_mm-20-25-1891798,Memetic_MPX_1099666,20,25,5464.0,1024022.0,108495,108495,108496
WS_mm-25-25-1767920,Memetic-LS_MMX_1099666,25,25,5525.0,1024001.0,1124518,1124518,1124519
WS_mm-5-40-1917698,Memetic_MPX_1881515,5,40,7396.0,1024021.0,57079,57079,57080
WS_mm-15-25-1762875,Memetic-LS_MMX_1881515,15,25,5495.0,1024001.0,1137718,1137718,1137719
WS_mm-20-10-1917698,Memetic-LS_MMX_1881515,20,10,3696.0,1024001.0,2086552,2086552,2086553
WS_mm-20-25-1891798,Memetic-LS_MPX_1287823,20,25,2966.0,1024001.0,1304774,1304774,1304775
WS_mm-10-25-1891798,Memetic_MPX_1287823,10,25,6313.0,1024010.0,132830,132830,132831
WS_mm-15-25-1917698,Memetic-LS_MPX_1287823,15,25,3366.0,1024001.0,1484226,1484226,1484227
WS_mm-10-10-1762875,Memetic_MMX_1099666,10,10,2927.0,1024003.0,383540,383540,383541
WS_mm-5-25-1767920,Memetic_MPX_1881515,5,25,5625.0,1024006.0,179197,179197,179198
WS_mm-15-10-1891798,Memetic-LS_MPX_1287823,15,10,3046.0,1024001.0,2266322,2266322,2266323
WS_mm-5-10-1767920,Memetic_MMX_1287823,5,10,3023.0,512000.0,331714,331714,331713
WS_mm-10-40-1762875,Memetic_MMX_1287823,10,40,7797.0,1024012.0,59669,59669,59670
WS_mm-25-25-1110588,Memetic_MPX_1881515,25,25,6114.0,1024005.0,97816,97816,97817
WS_mm-10-25-1767920,Memetic_MMX_1287823,10,25,6348.0,1024002.0,123396,123396,123397
WS_mm-25-25-1110588,Memetic-LS_MMX_1881515,25,25,5787.0,1024001.0,1071715,1071715,1071716
WS_mm-25-25-1767920,Memetic-LS_MPX_1287823,25,25,2500.0,1024001.0,1207508,1207508,1207509
WS_mm-25-10-1762875,Memetic-LS_MMX_1287823,25,10,3969.0,1024001.0,2020727,2020727,2020728
WS_mm-15-25-1917698,Memetic_MMX_1881515,15,25,6361.0,1024004.0,79010,79010,79011
WS_mm-10-25-1917698,Memetic-LS_MPX_1287823,10,25,4481.0,1024001.0,1048546,1048546,1048547
WS_mm-25-10-1110588,Memetic_MPX_1287823,25,10,4479.0,1024001.0,206366,206366,206367
WS_mm-5-10-1762875,Memetic_MPX_1099666,5,10,2270.0,1024001.0,1021903,1021903,1021904
WS_mm-10-40-1110588,Memetic-LS_MMX_1099666,10,40,6088.0,1024004.0,757599,757599,757600
WS_mm-10-10-1917698,Memetic-LS_MMX_1099666,10,10,3394.0,1024001.0,3178010,3178010,3178011
WS_mm-5-40-1767920,Memetic_MPX_1287823,5,40,7362.0,1024022.0,75855,75855,75856
WS_mm-5-40-1110588,Memetic_MMX_1287823,5,40,7455.0,512008.0,48815,48815,48814
WS_mm-10-25-1767920,Memetic-LS_MMX_1881515,10,25,5174.0,1024001.0,1158592,1158592,1158593
WS_mm-25-25-1891798,Memetic_MPX_1287823,25,25,5694.0,1024004.0,93590,93590,93591
WS_mm-15-10-1110588,Memetic-LS_MPX_1881515,15,10,3004.0,1024001.0,2733942,2733942,2733943
WS_mm-10-10-1762875,Memetic-LS_MPX_1287823,10,10,2764.0,1024001.0,2794278,2794278,2794279
WS_mm-5-40-1110588,Memetic-LS_MPX_1881515,5,40,6068.0,1024002.0,703296,703296,703297
WS_mm-10-40-1767920,Memetic-LS_MPX_1099666,10,40,5403.0,1024001.0,648751,648751,648752
WS_mm-25-10-1891798,Memetic-LS_MMX_1287823,25,10,4318.0,1024001.0,1940058,1940058,1940059
WS_mm-20-25-1767920,Memetic_MMX_1099666,20,25,7250.0,1024008.0,63815,63815,63816
WS_mm-5-40-1767920,Memetic-LS_MMX_1099666,5,40,6369.0,1024001.0,810712,810712,810713
WS_mm-15-25-1762875,Memetic_MMX_1099666,15,25,6703.0,1024007.0,84512,84512,84513
WS_mm-15-40-1110588,Memetic_MMX_1099666,15,40,8080.0,128050.0,5841,5841,5840
WS_mm-20-10-1917698,Memetic-LS_MPX_1287823,20,10,2057.0,1024001.0,2523555,2523555,2523556
WS_mm-15-25-1891798,Memetic-LS_MPX_1881515,15,25,4214.0,1024001.0,1254122,1254122,1254123
WS_mm-10-10-1767920,Memetic_MMX_1881515,10,10,3933.0,1024001.0,283194,283194,283195
WS_mm-10-25-1110588,Memetic-LS_MPX_1287823,10,25,4518.0,1024001.0,1055900,1055900,1055901
WS_mm-5-40-1110588,Memetic_MMX_1881515,5,40,7443.0,1024016.0,92764,92764,92765
WS_mm-10-40-1917698,Memetic_MPX_1287823,10,40,7198.0,1024006.0,72630,72630,72631
WS_mm-5-40-1762875,Memetic_MMX_1287823,5,40,6839.0,128004.0,14649,14649,14648
WS_mm-20-25-1917698,Memetic_MMX_1881515,20,25,6449.0,1024008.0,70563,70563,70564
WS_mm-20-25-1891798,Memetic-LS_MPX_1099666,20,25,2810.0,1024001.0,1313014,1313014,1313015
WS_mm-25-25-1891798,Memetic-LS_MPX_1287823,25,25,2176.0,1024001.0,1209510,1209510,1209511
WS_mm-15-10-1767920,Memetic_MPX_1881515,15,10,4346.0,1024003.0,239879,239879,239880
WS_mm-5-10-1917698,Memetic_MMX_1881515,5,10,3159.0,1024001.0,504156,504156,504157
WS_mm-5-10-1917698,Memetic-LS_MMX_1881515,5,10,3093.0,1024001.0,4704704,4704704,4704705
WS_mm-25-25-1891798,Memetic-LS_MPX_1099666,25,25,1938.0,1024001.0,1226864,1226864,1226865
WS_mm-20-10-1917698,Memetic_MPX_1099666,20,10,3663.0,1024004.0,251630,251630,251631
WS_mm-15-10-1762875,Memetic-LS_MMX_1287823,15,10,3477.0,1024001.0,3062783,3062783,3062784
WS_mm-25-10-1762875,Memetic_MMX_1287823,25,10,5163.0,1024007.0,134824,134824,134825
WS_mm-15-40-1917698,Memetic-LS_MMX_1881515,15,40,6832.0,1024002.0,617841,617841,617842
WS_mm-15-40-1762875,Memetic_MMX_1287823,15,40,7433.0,512004.0,36534,36534,36533
WS_mm-15-40-1110588,Memetic_MPX_1287823,15,40,7311.0,1024001.0,64222,64222,64223
WS_mm-20-10-1110588,Memetic-LS_MMX_1099666,20,10,3130.0,1024001.0,2497944,2497944,2497945
WS_mm-15-25-1767920,Memetic-LS_MMX_1287823,15,25,5205.0,1024001.0,1284341,1284341,1284342
WS_mm-15-10-1917698,Memetic_MPX_1099666,15,10,3756.0,1024002.0,272417,272417,272418
WS_mm-20-25-1917698,Memetic-LS_MMX_1099666,20,25,5385.0,1024004.0,1124400,1124400,1124401
WS_mm-5-10-1891798,Memetic-LS_MMX_1099666,5,10,3110.0,1024001.0,3724255,3724255,3724256
WS_mm-25-25-1917698,Memetic_MMX_1099666,25,25,6446.0,1024029.0,65195,65195,65196
WS_mm-15-25-1917698,Memetic-LS_MPX_1881515,15,25,3511.0,1024001.0,1494400,1494400,1494401
WS_mm-15-25-1762875,Memetic_MPX_1099666,15,25,6047.0,1024007.0,107588,107588,107589
WS_mm-10-40-1917698,Memetic_MPX_1099666,10,40,7339.0,1024008.0,73637,73637,73638
WS_mm-15-25-1762875,Memetic_MPX_1287823,15,25,6013.0,1024001.0,111307,111307,111308
WS_mm-20-10-1891798,Memetic-LS_MPX_1287823,20,10,2423.0,1024001.0,2472909,2472909,2472910
WS_mm-10-10-1891798,Memetic_MMX_1099666,10,10,3466.0,256001.0,81153,81153,81152
WS_mm-10-25-1891798,Memetic-LS_MPX_1881515,10,25,5309.0,1024001.0,1008934,1008934,1008935
WS_mm-15-25-1767920,Memetic-LS_MPX_1099666,15,25,3876.0,1024001.0,1286512,1286512,1286513
WS_mm-5-40-1767920,Memetic-LS_MPX_1881515,5,40,6098.0,1024001.0,557386,557386,557387
WS_mm-25-25-1762875,Memetic-LS_MPX_1099666,25,25,2038.0,1024001.0,1239151,1239151,1239152
WS_mm-10-25-1891798,Memetic-LS_MPX_1287823,10,25,4953.0,1024003.0,1072703,1072703,1072704
WS_mm-5-25-1767920,Memetic_MMX_1099666,5,25,5578.0,256004.0,36080,36080,36079
WS_mm-15-25-1767920,Memetic-LS_MPX_1287823,15,25,4031.0,1024001.0,1270322,1270322,1270323
WS_mm-15-10-1110588,Memetic_MPX_1287823,15,10,3929.0,1024003.0,315880,315880,315881
WS_mm-15-40-1762875,Memetic-LS_MPX_1099666,15,40,4262.0,1024006.0,825624,825624,825625
WS_mm-15-10-1762875,Memetic-LS_MMX_1881515,15,10,3629.0,1024001.0,2476434,2476434,2476435
WS_mm-20-10-1762875,Memetic-LS_MMX_1287823,20,10,4044.0,1024001.0,2093132,2093132,2093133
WS_mm-10-25-1762875,Memetic_MMX_1881515,10,25,5771.0,1024004.0,125975,125975,125976
WS_mm-10-40-1767920,Memetic-LS_MMX_1099666,10,40,5881.0,1024003.0,538199,538199,538200
WS_mm-5-10-1917698,Memetic_MMX_1099666,5,10,3159.0,1024001.0,488705,488705,488706
WS_mm-15-40-1110588,Memetic_MPX_1099666,15,40,7247.0,1024010.0,58480,58480,58481
WS_mm-15-10-1917698,Memetic-LS_MPX_1099666,15,10,3093.0,1024001.0,2480898,2480898,2480899
WS_mm-5-10-1110588,Memetic_MPX_1099666,5,10,2723.0,1024002.0,548791,548791,548792
WS_mm-5-10-1917698,Memetic-LS_MMX_1099666,5,10,3096.0,1024001.0,3727190,3727190,3727191
WS_mm-25-10-1917698,Memetic-LS_MPX_1287823,25,10,2106.0,1024001.0,2128683,2128683,2128684
WS_mm-5-40-1917698,Memetic_MMX_1881515,5,40,7603.0,1024014.0,64381,64381,64382
WS_mm-15-25-1917698,Memetic-LS_MMX_1881515,15,25,5011.0,1024002.0,1284898,1284898,1284899
WS_mm-15-40-1917698,Memetic-LS_MPX_1881515,15,40,4050.0,1024004.0,823616,823616,823617
WS_mm-15-40-1891798,Memetic_MPX_1881515,15,40,6821.0,1024004.0,72223,72223,72224
WS_mm-5-40-1762875,Memetic-LS_MMX_1287823,5,40,6500.0,1024001.0,883746,883746,883747
WS_mm-10-40-1917698,Memetic-LS_MMX_1099666,10,40,6827.0,1024001.0,643351,643351,643352
WS_mm-10-25-1767920,Memetic-LS_MPX_1287823,10,25,5248.0,1024001.0,1028090,1028090,1028091
WS_mm-10-25-1891798,Memetic_MPX_1881515,10,25,6367.0,1024005.0,140629,140629,140630
WS_mm-25-10-1110588,Memetic-LS_MMX_1287823,25,10,4393.0,1024001.0,1717918,1717918,1717919
WS_mm-10-40-1917698,Memetic-LS_MMX_1287823,10,40,5923.0,1024002.0,566529,566529,566530
WS_mm-15-25-1891798,Memetic_MMX_1287823,15,25,5963.0,1024007.0,91292,91292,91293
WS_mm-15-40-1891798,Memetic-LS_MMX_1287823,15,40,5746.0,1024002.0,683668,683668,683669
WS_mm-25-25-1891798,Memetic_MMX_1287823,25,25,6639.0,1024003.0,78029,78029,78030
WS_mm-15-10-1767920,Memetic_MPX_1287823,15,10,4315.0,1024002.0,233739,233739,233740
WS_mm-20-25-1767920,Memetic-LS_MMX_1287823,20,25,5897.0,1024004.0,1062968,1062968,1062969
WS_mm-20-25-1110588,Memetic-LS_MMX_1881515,20,25,5175.0,1024004.0,1190135,1190135,1190136
WS_mm-25-25-1891798,Memetic-LS_MMX_1099666,25,25,5741.0,1024004.0,1002254,1002254,1002255
WS_mm-25-25-1767920,Memetic_MMX_1881515,25,25,7216.0,1024013.0,58030,58030,58031
WS_mm-10-40-1891798,Memetic_MMX_1099666,10,40,7617.0,1024002.0,86433,86433,86434
WS_mm-20-25-1762875,Memetic-LS_MPX_1099666,20,25,2547.0,1024001.0,1314664,1314664,1314665
WS_mm-20-25-1767920,Memetic-LS_MPX_1881515,20,25,3192.0,1024001.0,1266733,1266733,1266734
WS_mm-20-25-1891798,Memetic-LS_MMX_1287823,20,25,5388.0,1024003.0,1039458,1039458,1039459
WS_mm-10-10-1767920,Memetic_MPX_1881515,10,10,3795.0,1024003.0,324795,324795,324796
WS_mm-25-10-1762875,Memetic_MPX_1287823,25,10,4431.0,1024003.0,194874,194874,194875
WS_mm-15-10-1767920,Memetic-LS_MMX_1099666,15,10,4385.0,1024001.0,2827537,2827537,2827538
WS_mm-10-40-1767920,Memetic-LS_MMX_1287823,10,40,5945.0,1024001.0,746363,746363,746364
WS_mm-15-10-1891798,Memetic_MPX_1099666,15,10,4007.0,1024003.0,239519,239519,239520
WS_mm-5-25-1891798,Memetic-LS_MPX_1099666,5,25,4751.0,1024001.0,1114095,1114095,1114096
WS_mm-25-25-1917698,Memetic_MMX_1881515,25,25,6559.0,1024005.0,70049,70049,70050
WS_mm-5-25-1762875,Memetic_MMX_1287823,5,25,5766.0,1024001.0,149370,149370,149371
